nome,cpf,telefone,data_nascimento,estado,salario,quantidade_vendida,data_venda,email
Pedro  Santos ,165.756.474-43,nan,02/04/1980,sp,"R$ 3.659,65",2,2026-09-12,cliente619@email.com
ANA paula,654.472.583-86,(11) 91234-5678,1980-09-03,S.Paulo,"R$ 3.013,04",3,2026-11-17,cliente685@email.com
Carlos José  ,236.773.527-77,11 91234-5678,01/02/1980,Rio de Janeiro,"R$ 3.428,34",5,2026-10-08,cliente645@email.com
Carlos José  ,218.255.883-56,91234-5678,11-11-1980,SP,"R$ 2.254,06",2,2026-11-10,cliente678@email.com
   fernanda lima  ,424.491.787-65,11912345678,1980-08-02,Minas Gerais,"R$ 1.107,24",3,2026-07-11,cliente556@email.com
  joão silva ,703.379.736-22,11912345678,13-04-1980,SP,"R$ 1.820,89",8,2026-08-01,cliente577@email.com
ANA paula  ,443.683.494-73,11 91234-5678,28-06-1980,Espírito Santo,"R$ 3.238,55",3,2025-03-27,cliente85@email.com
  joão silva  ,505.555.842-41,11 91234-5678,31/02/2000,MG,"R$ 3.956,30",4,2025-08-31,cliente242@email.com
ANA paula  ,440.228.875-38,11 91234-5678,29/11/1980,ES,"R$ 2.546,59",6,2025-06-09,cliente159@email.com
ANA paula,400.701.202-78,11912345678,10/08/1980,MG,"R$ 4.363,23",1,2026-06-09,cliente524@email.com
   fernanda lima  ,895.692.213-49,(11) 91234-5678,11/01/1980,ES,"R$ 3.432,22",3,2025-02-05,cliente35@email.com
ANA paula,410.912.456-94,11 91234-5678,04-08-1980,São Paulo,"R$ 2.091,23",3,2026-06-25,cliente540@email.com
ANA paula,780.188.787-22,11 91234-5678,30/05/1980,sp,"R$ 3.008,78",500,2025-06-20,cliente170@email.com
Carlos José  ,632.951.822-21,11912345678,22/04/1980,Minas Gerais,"R$ 2.871,45",8,2026-10-17,cliente654@email.com
  joão silva ,556.259.430-17,(11) 91234-5678,01-02-1981,São Paulo,"R$ 2.889,99",10,2026-11-19,cliente687@email.com
Carlos José ,564.203.703-67,(11) 91234-5678,1980-03-02,São Paulo,"R$ 2.338,46",4,2026-11-11,cliente679@email.com
ANA paula  ,651.744.504-87,11912345678,1980-04-06,SP,"R$ 4.124,93",8,2027-01-23,cliente752@email.com
ANA paula  ,324.900.844-86,91234-5678,1980-10-04,RJ,"R$ 4.229,99",5,2025-04-06,cliente95@email.com
MARIA SOUZA ,926.224.344-39,nan,1980-03-15,S.Paulo,"R$ 3.006,27",3,2026-07-18,cliente563@email.com
   fernanda lima ,971.347.463-74,(11) 91234-5678,1980-02-21,MG,"R$ 3.084,47",8,2025-08-29,cliente240@email.com
Carlos José,861.596.440-55,11912345678,14-07-1980,MG,"R$ 2.617,55",5,2026-07-29,cliente574@email.com
  joão silva ,165.582.347-37,(11) 91234-5678,01/04/1980,SP,"R$ 3.857,90",0,2026-04-06,cliente460@email.com
MARIA SOUZA,886.768.301-69,11912345678,1980-01-10,SP,"R$ 3.803,15",2,2026-07-08,cliente553@email.com
Carlos José,799.668.658-40,(11) 91234-5678,10-07-1980,São Paulo,"R$ 5.035,87",-10,2026-12-06,cliente704@email.com
ANA paula,319.125.620-24,(11) 91234-5678,20/04/1980,sp,"R$ 4.121,86",-5,2025-07-26,cliente206@email.com
   fernanda lima,947.499.281-98,11912345678,01-04-1980,Espírito Santo,"R$ 3.307,83",2,2026-01-28,cliente392@email.com
MARIA SOUZA ,618.169.738-24,11 91234-5678,1980-09-05,São Paulo,"R$ 3.837,83",2,2026-02-02,cliente397@email.com
MARIA SOUZA ,894.601.792-51,(11) 91234-5678,22-01-1980,MG,"R$ 3.753,42",4,2026-11-12,cliente680@email.com
MARIA SOUZA ,353.869.419-44,(11) 91234-5678,1980-10-01,Minas Gerais,"R$ 2.576,11",7,2025-08-06,cliente217@email.com
Carlos José ,913.128.576-71,nan,1980-07-30,Rio de Janeiro,"R$ 821,79",2,2025-01-05,cliente4@email.com
Carlos José ,875.489.424-53,11 91234-5678,01/01/1980,Rio de Janeiro,"R$ 615,69",3,2026-10-05,cliente642@email.com
  joão silva  ,149.622.962-37,11 91234-5678,29/05/1980,S.Paulo,"R$ 2.970,78",6,2026-12-18,cliente716@email.com
MARIA SOUZA,287.227.300-10,(11) 91234-5678,1980-04-07,MG,"R$ 3.976,04",6,2026-09-05,cliente612@email.com
Carlos José,550.294.255-53,91234-5678,23-05-1980,MG,"R$ 1.669,29",6,2026-07-01,cliente546@email.com
  joão silva,221.242.205-53,(11) 91234-5678,1980-03-17,SP,"R$ 3.587,26",4,2025-04-09,cliente98@email.com
MARIA SOUZA  ,453.515.208-60,11912345678,1980-07-09,Rio de Janeiro,"R$ 3.644,60",-10,2026-07-28,cliente573@email.com
  joão silva ,994.589.426-95,(11) 91234-5678,1980-10-27,ES,"R$ 3.819,37",4,2026-02-11,cliente406@email.com
   fernanda lima ,871.505.175-54,11912345678,02-10-1980,Minas Gerais,"R$ 2.670,51",5,2026-05-18,cliente502@email.com
ANA paula  ,769.650.181-11,11 91234-5678,29-12-1980,Rio de Janeiro,"R$ 3.635,97",1000,2025-02-17,cliente47@email.com
ANA paula,325.223.137-81,11912345678,1980-01-25,S.Paulo,"R$ 2.391,99",2,2025-02-02,cliente32@email.com
  joão silva ,411.340.544-51,11912345678,23-02-1980,sp,"R$ 2.829,61",1,2025-07-20,cliente200@email.com
  joão silva,165.262.328-14,11912345678,28/11/1980,Minas Gerais,"R$ 4.378,47",8,2025-05-15,cliente134@email.com
  joão silva  ,679.456.709-20,(11) 91234-5678,24-08-1980,São Paulo,"R$ 2.477,87",3,2025-01-28,cliente27@email.com
Carlos José,852.981.104-93,(11) 91234-5678,05-07-1980,SP,"R$ 2.508,04",7,2026-12-08,cliente706@email.com
   fernanda lima  ,441.937.229-96,(11) 91234-5678,24-09-1980,S.Paulo,"R$ 3.609,53",1000,2025-08-19,cliente230@email.com
  joão silva ,769.367.134-20,11 91234-5678,08-02-1980,MG,"R$ 2.745,05",7,2026-05-05,cliente489@email.com
MARIA SOUZA  ,718.724.961-79,11 91234-5678,04/10/1980,sp,"R$ 4.784,78",3,2026-01-14,cliente378@email.com
Pedro  Santos,792.437.272-41,(11) 91234-5678,05/08/1980,MG,"R$ 3.436,01",3,2025-10-16,cliente288@email.com
   fernanda lima,660.131.490-30,(11) 91234-5678,1981-01-09,Espírito Santo,"R$ 4.252,54",5,2026-02-23,cliente418@email.com
MARIA SOUZA  ,774.486.210-26,11912345678,30/06/1980,ES,"R$ 3.504,58",4,2026-11-06,cliente674@email.com
Pedro  Santos  ,319.369.731-19,11912345678,10-11-1980,RJ,"R$ 2.743,05",4,2026-01-27,cliente391@email.com
  joão silva ,516.315.506-24,(11) 91234-5678,12-11-1980,MG,"R$ 3.687,93",6,2026-08-16,cliente592@email.com
Carlos José  ,125.919.704-31,11 91234-5678,28-09-1980,Rio de Janeiro,"R$ 1.946,16",10,2026-05-14,cliente498@email.com
Pedro  Santos  ,691.704.877-85,11 91234-5678,22/01/1980,São Paulo,"R$ 1.802,03",5,2025-05-19,cliente138@email.com
Pedro  Santos ,132.745.978-88,(11) 91234-5678,08/01/1980,sp,"R$ 3.644,52",2,2025-03-04,cliente62@email.com
Carlos José  ,649.241.711-81,91234-5678,06/01/1981,MG,"R$ 3.188,48",7,2026-04-17,cliente471@email.com
  joão silva  ,182.276.297-65,11 91234-5678,14-04-1980,RJ,"R$ 2.615,54",6,2026-10-10,cliente647@email.com
Pedro  Santos ,397.625.433-11,(11) 91234-5678,1980-11-11,Rio de Janeiro,"R$ 4.528,75",7,2025-05-09,cliente128@email.com
Carlos José  ,750.579.109-95,(11) 91234-5678,29/09/1980,ES,"R$ 2.679,61",4,2027-02-18,cliente778@email.com
  joão silva ,432.226.657-54,11912345678,12-04-1980,S.Paulo,"R$ 3.061,88",5,2026-06-05,cliente520@email.com
  joão silva  ,837.384.615-90,(11) 91234-5678,14-12-1980,Rio de Janeiro,"R$ 2.503,47",4,2025-03-06,cliente64@email.com
MARIA SOUZA,418.401.443-20,(11) 91234-5678,23/09/1980,SP,"R$ 3.870,75",4,2025-01-15,cliente14@email.com
Pedro  Santos  ,527.393.951-32,11912345678,04/06/1980,SP,"R$ 3.808,04",6,2025-06-06,cliente156@email.com
  joão silva  ,191.452.670-68,(11) 91234-5678,27/11/1980,sp,"R$ 2.147,61",5,2025-02-10,cliente40@email.com
   fernanda lima,375.968.783-42,11912345678,28/03/1980,Rio de Janeiro,"R$ 2.228,26",2,2026-05-08,cliente492@email.com
Pedro  Santos,948.976.662-28,11912345678,1980-01-01,ES,"R$ 3.013,45",10,2026-01-15,cliente379@email.com
  joão silva ,597.463.990-52,(11) 91234-5678,01-09-1980,Rio de Janeiro,"R$ 3.014,51",3,2025-07-07,cliente187@email.com
  joão silva ,689.176.608-66,(11) 91234-5678,31/02/2000,S.Paulo,"R$ 2.861,49",3,2025-08-05,cliente216@email.com
MARIA SOUZA ,425.566.513-80,(11) 91234-5678,31/02/2000,Espírito Santo,"R$ 1.935,78",5,2025-02-22,cliente52@email.com
MARIA SOUZA ,520.800.452-65,11912345678,29-12-1980,sp,"R$ 3.015,70",7,2025-12-04,cliente337@email.com
ANA paula,496.724.204-73,11 91234-5678,25-10-1980,SP,"R$ 3.728,94",7,2025-10-23,cliente295@email.com
MARIA SOUZA,459.167.962-37,(11) 91234-5678,1980-06-16,RJ,"R$ 2.802,38",6,2026-12-03,cliente701@email.com
Pedro  Santos,200.343.589-21,11912345678,1981-01-15,sp,"R$ 4.704,10",1,2025-09-09,cliente251@email.com
ANA paula  ,146.553.300-29,(11) 91234-5678,28/01/1980,Espírito Santo,"R$ 3.553,57",6,2026-04-07,cliente461@email.com
MARIA SOUZA ,140.406.437-67,11912345678,13/10/1980,Minas Gerais,"R$ 3.758,82",1,2026-04-01,cliente455@email.com
   fernanda lima,369.773.800-13,(11) 91234-5678,03-09-1980,São Paulo,"R$ 3.231,61",5,2027-03-09,cliente797@email.com
MARIA SOUZA,960.142.353-11,(11) 91234-5678,1980-03-19,Minas Gerais,"R$ 5.539,38",4,2025-09-27,cliente269@email.com
ANA paula  ,135.183.551-16,(11) 91234-5678,1980-02-23,SP,"R$ 2.187,18",6,2025-07-21,cliente201@email.com
MARIA SOUZA,274.901.292-64,11 91234-5678,1980-06-10,Espírito Santo,"R$ 2.669,91",1,2025-06-11,cliente161@email.com
MARIA SOUZA ,916.980.905-73,11912345678,1980-01-06,São Paulo,"R$ 3.733,05",3,2026-07-10,cliente555@email.com
MARIA SOUZA ,412.264.413-30,11912345678,03/04/1980,Rio de Janeiro,"R$ 3.654,43",5,2026-02-06,cliente401@email.com
ANA paula,590.932.148-56,11 91234-5678,01/12/1980,MG,"R$ 2.634,76",4,2026-12-04,cliente702@email.com
   fernanda lima,182.721.998-51,11912345678,1980-12-10,Rio de Janeiro,"R$ 2.806,29",2,2026-04-22,cliente476@email.com
ANA paula,558.183.307-13,(11) 91234-5678,1980-06-29,Rio de Janeiro,"R$ 1.665,39",6,2025-04-16,cliente105@email.com
Pedro  Santos  ,269.223.968-44,11 91234-5678,30/03/1980,ES,"R$ 4.150,27",6,2026-07-20,cliente565@email.com
  joão silva ,507.975.717-39,(11) 91234-5678,1980-02-12,São Paulo,3239.56,4,2026-01-25,cliente389@email.com
Carlos José,410.838.269-43,11 91234-5678,1980-09-27,Rio de Janeiro,"R$ 2.858,35",3,2025-01-02,cliente1@email.com
   fernanda lima  ,483.790.441-56,(11) 91234-5678,25/01/1980,Minas Gerais,"R$ 3.037,70",6,2027-02-07,cliente767@email.com
MARIA SOUZA ,765.254.529-73,11 91234-5678,1980-04-24,Minas Gerais,"R$ 3.091,09",4,2026-07-16,cliente561@email.com
MARIA SOUZA ,792.635.927-12,11912345678,1980-12-21,sp,"R$ 3.587,39",3,2025-03-22,cliente80@email.com
MARIA SOUZA,319.125.620-24,(11) 91234-5678,27/02/1980,RJ,"R$ 2.977,97",4,2025-07-25,cliente205@email.com
   fernanda lima ,553.136.415-57,nan,22-09-1980,São Paulo,"R$ 1.659,93",4,2025-02-04,cliente34@email.com
ANA paula  ,566.479.461-74,11 91234-5678,14-04-1980,RJ,"R$ 3.613,77",3,2026-05-24,cliente508@email.com
   fernanda lima,778.535.890-98,(11) 91234-5678,1980-02-06,Minas Gerais,"R$ 3.724,14",2,2026-03-04,cliente427@email.com
MARIA SOUZA,516.774.791-43,11 91234-5678,18/04/1980,Espírito Santo,"R$ 3.079,57",4,2026-03-31,cliente454@email.com
Pedro  Santos ,641.413.216-40,(11) 91234-5678,07-03-1980,ES,"R$ 1.974,13",1,2026-01-02,cliente366@email.com
Carlos José  ,652.500.687-55,(11) 91234-5678,1980-10-14,Espírito Santo,"R$ 4.122,37",2,2025-04-02,cliente91@email.com
   fernanda lima  ,122.512.129-48,11912345678,31/02/2000,São Paulo,"R$ 2.553,68",4,2025-12-06,cliente339@email.com
Carlos José  ,584.221.224-46,11 91234-5678,1980-07-07,Espírito Santo,"R$ 1.468,46",8,2026-07-19,cliente564@email.com
Carlos José  ,109.504.995-55,11912345678,25-01-1980,São Paulo,"R$ 3.213,81",500,2025-12-12,cliente345@email.com
Pedro  Santos  ,732.385.248-93,11912345678,10-01-1981,S.Paulo,"R$ 1.930,75",5,2025-08-30,cliente241@email.com
Carlos José  ,479.809.906-65,91234-5678,02-01-1981,sp,"R$ 5.343,65",4,2025-01-14,cliente13@email.com
ANA paula ,481.935.689-50,(11) 91234-5678,11-12-1980,S.Paulo,"R$ 5.918,17",8,2025-11-12,cliente315@email.com
  joão silva ,542.936.112-56,11912345678,18-10-1980,Minas Gerais,"R$ 2.149,39",9,2026-08-24,cliente600@email.com
MARIA SOUZA  ,463.287.668-40,91234-5678,1980-01-25,Rio de Janeiro,"R$ 3.957,93",6,2026-01-23,cliente387@email.com
  joão silva,352.155.562-82,nan,1980-03-04,sp,"R$ 3.519,36",6,2025-10-01,cliente273@email.com
   fernanda lima  ,900.100.246-40,11 91234-5678,21/12/1980,RJ,"R$ 2.265,77",5,2025-06-16,cliente166@email.com
ANA paula,573.882.199-41,11912345678,10-01-1981,RJ,"R$ 3.707,03",2,2027-03-05,cliente793@email.com
MARIA SOUZA,711.949.918-22,(11) 91234-5678,1980-10-10,S.Paulo,"R$ 2.288,54",1,2026-10-09,cliente646@email.com
  joão silva  ,188.753.302-62,11912345678,15/01/1981,São Paulo,"R$ 2.482,24",8,2026-04-30,cliente483@email.com
Pedro  Santos  ,290.828.662-45,11912345678,1980-05-28,Rio de Janeiro,3420.29,1,2027-02-22,cliente782@email.com
MARIA SOUZA,261.446.460-10,11912345678,14/09/1980,ES,"R$ 2.725,20",7,2026-05-20,cliente504@email.com
  joão silva ,260.883.559-47,(11) 91234-5678,12/11/1980,SP,2945.62,500,2025-09-01,cliente243@email.com
Carlos José ,186.745.807-27,(11) 91234-5678,23-02-1980,SP,"R$ 2.794,72",5,2026-07-21,cliente566@email.com
Carlos José,333.662.917-15,91234-5678,10-10-1980,Espírito Santo,"R$ 2.148,46",6,2026-07-17,cliente562@email.com
Carlos José,746.327.722-60,11912345678,1980-09-29,Espírito Santo,"R$ 2.820,75",2,2026-11-18,cliente686@email.com
   fernanda lima  ,914.216.223-24,(11) 91234-5678,1980-03-23,São Paulo,"R$ 4.254,34",8,2025-07-09,cliente189@email.com
Carlos José ,493.606.400-92,11912345678,16-01-1980,sp,"R$ 4.669,92",3,2026-12-01,cliente699@email.com
Carlos José,713.826.761-57,11912345678,05-05-1980,SP,"R$ 2.779,46",2,2026-04-21,cliente475@email.com
ANA paula  ,798.274.833-43,11 91234-5678,1980-07-30,sp,"R$ 2.385,46",7,2026-11-13,cliente681@email.com
ANA paula,241.390.531-93,91234-5678,12/09/1980,ES,"R$ 3.167,57",7,2026-05-26,cliente510@email.com
ANA paula  ,573.219.309-59,(11) 91234-5678,10-09-1980,MG,"R$ 2.608,12",4,2025-02-28,cliente58@email.com
Carlos José,523.955.369-35,11912345678,01/01/1980,SP,"R$ 1.489,96",1,2026-04-20,cliente474@email.com
ANA paula,678.174.656-13,(11) 91234-5678,26-01-1980,S.Paulo,"R$ 3.534,36",9,2026-07-15,cliente560@email.com
   fernanda lima,377.453.848-50,(11) 91234-5678,1980-04-12,Rio de Janeiro,"R$ 4.540,32",3,2027-01-18,cliente747@email.com
ANA paula,338.660.141-47,11912345678,23/02/1980,São Paulo,2011.06,8,2025-09-10,cliente252@email.com
  joão silva  ,616.872.153-56,(11) 91234-5678,24-11-1980,Rio de Janeiro,"R$ 1.649,44",6,2025-01-22,cliente21@email.com
ANA paula ,419.237.649-90,(11) 91234-5678,09/09/1980,MG,"R$ 2.989,13",6,2025-11-10,cliente313@email.com
   fernanda lima  ,388.823.992-25,(11) 91234-5678,02/09/1980,RJ,"R$ 2.687,33",6,2026-04-05,cliente459@email.com
MARIA SOUZA  ,451.457.616-95,11912345678,1980-05-25,Minas Gerais,"R$ 1.204,36",4,2025-06-10,cliente160@email.com
  joão silva  ,179.499.863-13,11 91234-5678,31/02/2000,sp,"R$ 1.417,57",5,2025-10-04,cliente276@email.com
  joão silva ,882.423.888-22,11 91234-5678,14/10/1980,Espírito Santo,"R$ 3.538,43",5,2025-07-11,cliente191@email.com
MARIA SOUZA  ,740.891.412-79,(11) 91234-5678,11-01-1981,ES,"R$ 3.415,84",5,2026-01-21,cliente385@email.com
MARIA SOUZA  ,121.211.156-75,11912345678,1980-11-04,SP,"R$ 1.866,17",5,2026-02-18,cliente413@email.com
   fernanda lima,866.760.424-57,11 91234-5678,1980-08-31,Rio de Janeiro,2209.11,3,2026-05-07,cliente491@email.com
Carlos José ,548.203.582-73,11912345678,20-06-1980,S.Paulo,"R$ 1.044,95",6,2025-12-10,cliente343@email.com
Pedro  Santos,850.268.442-67,(11) 91234-5678,1980-04-26,Espírito Santo,3452.68,2,2027-02-09,cliente769@email.com
MARIA SOUZA,331.925.465-20,nan,1980-07-21,ES,2476.07,3,2025-11-05,cliente308@email.com
  joão silva ,748.428.265-84,91234-5678,14-07-1980,MG,"R$ 1.617,98",7,2026-10-24,cliente661@email.com
Pedro  Santos ,652.417.601-69,(11) 91234-5678,10/10/1980,Minas Gerais,"R$ 1.991,55",6,2025-05-11,cliente130@email.com
Carlos José ,272.848.261-18,11 91234-5678,15-04-1980,Minas Gerais,"R$ 3.841,78",9,2026-10-26,cliente663@email.com
Carlos José ,404.971.416-76,11912345678,1980-05-16,S.Paulo,"R$ 2.794,37",2,2025-04-10,cliente99@email.com
  joão silva ,500.297.359-29,11912345678,13/07/1980,Espírito Santo,"R$ 3.360,39",9,2026-01-08,cliente372@email.com
   fernanda lima  ,373.419.437-47,(11) 91234-5678,1980-02-07,ES,"R$ 2.856,74",4,2025-03-29,cliente87@email.com
Carlos José ,961.882.958-44,11 91234-5678,08/12/1980,RJ,"R$ 2.791,33",6,2026-04-04,cliente458@email.com
   fernanda lima,762.335.835-84,11912345678,26-04-1980,ES,"R$ 2.585,37",2,2025-11-27,cliente330@email.com
  joão silva ,904.754.518-80,11912345678,29/12/1980,Minas Gerais,"R$ 3.709,35",6,2025-08-03,cliente214@email.com
  joão silva  ,728.401.753-85,(11) 91234-5678,1980-03-15,SP,"R$ 2.241,03",6,2026-04-12,cliente466@email.com
  joão silva,251.661.788-60,11 91234-5678,06-10-1980,Rio de Janeiro,1589.82,4,2025-05-02,cliente121@email.com
Carlos José  ,203.634.364-43,(11) 91234-5678,1980-02-07,RJ,"R$ 2.371,35",3,2026-09-07,cliente614@email.com
Carlos José  ,852.605.358-15,11912345678,07/09/1980,Rio de Janeiro,"R$ 2.312,99",6,2025-01-21,cliente20@email.com
   fernanda lima ,366.560.792-81,11 91234-5678,1980-03-01,S.Paulo,"R$ 4.223,95",7,2026-12-02,cliente700@email.com
   fernanda lima,968.183.873-28,11 91234-5678,15-08-1980,sp,"R$ 3.157,97",3,2025-03-13,cliente71@email.com
Pedro  Santos ,489.413.121-35,(11) 91234-5678,1980-07-05,Espírito Santo,2519.70,6,2025-04-17,cliente106@email.com
Pedro  Santos  ,159.762.566-40,11 91234-5678,04-08-1980,sp,"R$ 2.960,11",4,2025-09-28,cliente270@email.com
ANA paula,486.976.358-36,(11) 91234-5678,23-11-1980,S.Paulo,"R$ 1.737,23",2,2026-03-12,cliente435@email.com
  joão silva  ,458.322.515-50,(11) 91234-5678,07-06-1980,Espírito Santo,"R$ 4.748,14",3,2025-04-13,cliente102@email.com
