nome,telefone,data_nascimento,estado,salario,quantidade_vendida,data_venda,email,cpf_camuflado
Carlos José,(31) 11912345678,22/04/1980,MG,2871.45,8,17/10/2026,cliente654@email.com,xxx.xxx.xxx-21
João Silva,(11) 91234-5678,01/02/1981,SP,2889.99,10,19/11/2026,cliente687@email.com,xxx.xxx.xxx-17
Carlos José,(11) 91234-5678,02/03/1980,SP,2338.46,4,11/11/2026,cliente679@email.com,xxx.xxx.xxx-67
Ana Paula,(11) 11912345678,06/04/1980,SP,4124.93,8,23/01/2027,cliente752@email.com,xxx.xxx.xxx-87
Ana Paula,(21) 91234-5678,04/10/1980,RJ,4229.99,5,06/04/2025,cliente95@email.com,xxx.xxx.xxx-86
Maria Souza,,15/03/1980,SP,3006.27,3,18/07/2026,cliente563@email.com,xxx.xxx.xxx-39
Fernanda Lima,(11) 91234-5678,21/02/1980,MG,3084.47,8,29/08/2025,cliente240@email.com,xxx.xxx.xxx-74
Carlos José,(31) 11912345678,14/07/1980,MG,2617.55,5,29/07/2026,cliente574@email.com,xxx.xxx.xxx-55
João Silva,(11) 91234-5678,01/04/1980,SP,3857.9,0,06/04/2026,cliente460@email.com,xxx.xxx.xxx-37
Maria Souza,(11) 11912345678,10/01/1980,SP,3803.15,2,08/07/2026,cliente553@email.com,xxx.xxx.xxx-69
Carlos José,(11) 91234-5678,10/07/1980,SP,5035.87,0,06/12/2026,cliente704@email.com,xxx.xxx.xxx-40
Ana Paula,(11) 91234-5678,20/04/1980,SP,4121.86,0,26/07/2025,cliente206@email.com,xxx.xxx.xxx-24
Fernanda Lima,(27) 11912345678,01/04/1980,ES,3307.83,2,28/01/2026,cliente392@email.com,xxx.xxx.xxx-98
Maria Souza,(11) 91234-5678,05/09/1980,SP,3837.83,2,02/02/2026,cliente397@email.com,xxx.xxx.xxx-24
Maria Souza,(11) 91234-5678,22/01/1980,MG,3753.42,4,12/11/2026,cliente680@email.com,xxx.xxx.xxx-51
Maria Souza,(11) 91234-5678,01/10/1980,MG,2576.11,7,06/08/2025,cliente217@email.com,xxx.xxx.xxx-44
Carlos José,,30/07/1980,RJ,821.79,2,05/01/2025,cliente4@email.com,xxx.xxx.xxx-71
Carlos José,(11) 91234-5678,01/01/1980,RJ,615.69,3,05/10/2026,cliente642@email.com,xxx.xxx.xxx-53
João Silva,(11) 91234-5678,29/05/1980,SP,2970.78,6,18/12/2026,cliente716@email.com,xxx.xxx.xxx-37
Maria Souza,(11) 91234-5678,07/04/1980,MG,3976.04,6,05/09/2026,cliente612@email.com,xxx.xxx.xxx-10
Carlos José,(31) 91234-5678,23/05/1980,MG,1669.29,6,01/07/2026,cliente546@email.com,xxx.xxx.xxx-53
João Silva,(11) 91234-5678,17/03/1980,SP,3587.26,4,09/04/2025,cliente98@email.com,xxx.xxx.xxx-53
Maria Souza,(21) 11912345678,09/07/1980,RJ,3644.6,0,28/07/2026,cliente573@email.com,xxx.xxx.xxx-60
João Silva,(11) 91234-5678,27/10/1980,ES,3819.37,4,11/02/2026,cliente406@email.com,xxx.xxx.xxx-95
Fernanda Lima,(31) 11912345678,02/10/1980,MG,2670.51,5,18/05/2026,cliente502@email.com,xxx.xxx.xxx-54
Ana Paula,(11) 91234-5678,29/12/1980,RJ,3635.97,1000,17/02/2025,cliente47@email.com,xxx.xxx.xxx-11
Ana Paula,(11) 11912345678,25/01/1980,SP,2391.99,2,02/02/2025,cliente32@email.com,xxx.xxx.xxx-81
João Silva,(11) 11912345678,23/02/1980,SP,2829.61,1,20/07/2025,cliente200@email.com,xxx.xxx.xxx-51
João Silva,(31) 11912345678,28/11/1980,MG,4378.47,8,15/05/2025,cliente134@email.com,xxx.xxx.xxx-14
João Silva,(11) 91234-5678,24/08/1980,SP,2477.87,3,28/01/2025,cliente27@email.com,xxx.xxx.xxx-20
Carlos José,(11) 91234-5678,05/07/1980,SP,2508.04,7,08/12/2026,cliente706@email.com,xxx.xxx.xxx-93
Fernanda Lima,(11) 91234-5678,24/09/1980,SP,3609.53,1000,19/08/2025,cliente230@email.com,xxx.xxx.xxx-96
João Silva,(11) 91234-5678,08/02/1980,MG,2745.05,7,05/05/2026,cliente489@email.com,xxx.xxx.xxx-20
Maria Souza,(11) 91234-5678,04/10/1980,SP,4784.78,3,14/01/2026,cliente378@email.com,xxx.xxx.xxx-79
Pedro  Santos,(11) 91234-5678,05/08/1980,MG,3436.01,3,16/10/2025,cliente288@email.com,xxx.xxx.xxx-41
Fernanda Lima,(11) 91234-5678,09/01/1981,ES,4252.54,5,23/02/2026,cliente418@email.com,xxx.xxx.xxx-30
Maria Souza,(27) 11912345678,30/06/1980,ES,3504.58,4,06/11/2026,cliente674@email.com,xxx.xxx.xxx-26
Pedro  Santos,(21) 11912345678,10/11/1980,RJ,2743.05,4,27/01/2026,cliente391@email.com,xxx.xxx.xxx-19
João Silva,(11) 91234-5678,12/11/1980,MG,3687.93,6,16/08/2026,cliente592@email.com,xxx.xxx.xxx-24
Carlos José,(11) 91234-5678,28/09/1980,RJ,1946.16,10,14/05/2026,cliente498@email.com,xxx.xxx.xxx-31
Pedro  Santos,(11) 91234-5678,22/01/1980,SP,1802.03,5,19/05/2025,cliente138@email.com,xxx.xxx.xxx-85
Pedro  Santos,(11) 91234-5678,08/01/1980,SP,3644.52,2,04/03/2025,cliente62@email.com,xxx.xxx.xxx-88
Carlos José,(31) 91234-5678,06/01/1981,MG,3188.48,7,17/04/2026,cliente471@email.com,xxx.xxx.xxx-81
João Silva,(11) 91234-5678,14/04/1980,RJ,2615.54,6,10/10/2026,cliente647@email.com,xxx.xxx.xxx-65
Pedro  Santos,(11) 91234-5678,11/11/1980,RJ,4528.75,7,09/05/2025,cliente128@email.com,xxx.xxx.xxx-11
Carlos José,(11) 91234-5678,29/09/1980,ES,2679.61,4,18/02/2027,cliente778@email.com,xxx.xxx.xxx-95
João Silva,(11) 11912345678,12/04/1980,SP,3061.88,5,05/06/2026,cliente520@email.com,xxx.xxx.xxx-54
João Silva,(11) 91234-5678,14/12/1980,RJ,2503.47,4,06/03/2025,cliente64@email.com,xxx.xxx.xxx-90
Maria Souza,(11) 91234-5678,23/09/1980,SP,3870.75,4,15/01/2025,cliente14@email.com,xxx.xxx.xxx-20
Pedro  Santos,(11) 11912345678,04/06/1980,SP,3808.04,6,06/06/2025,cliente156@email.com,xxx.xxx.xxx-32
João Silva,(11) 91234-5678,27/11/1980,SP,2147.61,5,10/02/2025,cliente40@email.com,xxx.xxx.xxx-68
Fernanda Lima,(21) 11912345678,28/03/1980,RJ,2228.26,2,08/05/2026,cliente492@email.com,xxx.xxx.xxx-42
Pedro  Santos,(27) 11912345678,01/01/1980,ES,3013.45,10,15/01/2026,cliente379@email.com,xxx.xxx.xxx-28
João Silva,(11) 91234-5678,01/09/1980,RJ,3014.51,3,07/07/2025,cliente187@email.com,xxx.xxx.xxx-52
João Silva,(11) 91234-5678,Data Errada,SP,2861.49,3,05/08/2025,cliente216@email.com,xxx.xxx.xxx-66
Maria Souza,(11) 91234-5678,Data Errada,ES,1935.78,5,22/02/2025,cliente52@email.com,xxx.xxx.xxx-80
Maria Souza,(11) 11912345678,29/12/1980,SP,3015.7,7,04/12/2025,cliente337@email.com,xxx.xxx.xxx-65
Ana Paula,(11) 91234-5678,25/10/1980,SP,3728.94,7,23/10/2025,cliente295@email.com,xxx.xxx.xxx-73
Maria Souza,(11) 91234-5678,16/06/1980,RJ,2802.38,6,03/12/2026,cliente701@email.com,xxx.xxx.xxx-37
Pedro  Santos,(11) 11912345678,15/01/1981,SP,4704.1,1,09/09/2025,cliente251@email.com,xxx.xxx.xxx-21
Ana Paula,(11) 91234-5678,28/01/1980,ES,3553.57,6,07/04/2026,cliente461@email.com,xxx.xxx.xxx-29
Maria Souza,(31) 11912345678,13/10/1980,MG,3758.82,1,01/04/2026,cliente455@email.com,xxx.xxx.xxx-67
Fernanda Lima,(11) 91234-5678,03/09/1980,SP,3231.61,5,09/03/2027,cliente797@email.com,xxx.xxx.xxx-13
Maria Souza,(11) 91234-5678,19/03/1980,MG,5539.38,4,27/09/2025,cliente269@email.com,xxx.xxx.xxx-11
Ana Paula,(11) 91234-5678,23/02/1980,SP,2187.18,6,21/07/2025,cliente201@email.com,xxx.xxx.xxx-16
Maria Souza,(11) 91234-5678,10/06/1980,ES,2669.91,1,11/06/2025,cliente161@email.com,xxx.xxx.xxx-64
Maria Souza,(11) 11912345678,06/01/1980,SP,3733.05,3,10/07/2026,cliente555@email.com,xxx.xxx.xxx-73
Maria Souza,(21) 11912345678,03/04/1980,RJ,3654.43,5,06/02/2026,cliente401@email.com,xxx.xxx.xxx-30
Ana Paula,(11) 91234-5678,01/12/1980,MG,2634.76,4,04/12/2026,cliente702@email.com,xxx.xxx.xxx-56
Fernanda Lima,(21) 11912345678,10/12/1980,RJ,2806.29,2,22/04/2026,cliente476@email.com,xxx.xxx.xxx-51
Ana Paula,(11) 91234-5678,29/06/1980,RJ,1665.39,6,16/04/2025,cliente105@email.com,xxx.xxx.xxx-13
Pedro  Santos,(11) 91234-5678,30/03/1980,ES,4150.27,6,20/07/2026,cliente565@email.com,xxx.xxx.xxx-44
João Silva,(11) 91234-5678,12/02/1980,SP,323956.0,4,25/01/2026,cliente389@email.com,xxx.xxx.xxx-39
Carlos José,(11) 91234-5678,27/09/1980,RJ,2858.35,3,02/01/2025,cliente1@email.com,xxx.xxx.xxx-43
Fernanda Lima,(11) 91234-5678,25/01/1980,MG,3037.7,6,07/02/2027,cliente767@email.com,xxx.xxx.xxx-56
Maria Souza,(11) 91234-5678,24/04/1980,MG,3091.09,4,16/07/2026,cliente561@email.com,xxx.xxx.xxx-73
Maria Souza,(11) 11912345678,21/12/1980,SP,3587.39,3,22/03/2025,cliente80@email.com,xxx.xxx.xxx-12
Maria Souza,(11) 91234-5678,27/02/1980,RJ,2977.97,4,25/07/2025,cliente205@email.com,xxx.xxx.xxx-24
Fernanda Lima,,22/09/1980,SP,1659.93,4,04/02/2025,cliente34@email.com,xxx.xxx.xxx-57
Ana Paula,(11) 91234-5678,14/04/1980,RJ,3613.77,3,24/05/2026,cliente508@email.com,xxx.xxx.xxx-74
Fernanda Lima,(11) 91234-5678,06/02/1980,MG,3724.14,2,04/03/2026,cliente427@email.com,xxx.xxx.xxx-98
Maria Souza,(11) 91234-5678,18/04/1980,ES,3079.57,4,31/03/2026,cliente454@email.com,xxx.xxx.xxx-43
Pedro  Santos,(11) 91234-5678,07/03/1980,ES,1974.13,1,02/01/2026,cliente366@email.com,xxx.xxx.xxx-40
Carlos José,(11) 91234-5678,14/10/1980,ES,4122.37,2,02/04/2025,cliente91@email.com,xxx.xxx.xxx-55
Fernanda Lima,(11) 11912345678,Data Errada,SP,2553.68,4,06/12/2025,cliente339@email.com,xxx.xxx.xxx-48
Carlos José,(11) 91234-5678,07/07/1980,ES,1468.46,8,19/07/2026,cliente564@email.com,xxx.xxx.xxx-46
Carlos José,(11) 11912345678,25/01/1980,SP,3213.81,500,12/12/2025,cliente345@email.com,xxx.xxx.xxx-55
Pedro  Santos,(11) 11912345678,10/01/1981,SP,1930.75,5,30/08/2025,cliente241@email.com,xxx.xxx.xxx-93
Carlos José,(11) 91234-5678,02/01/1981,SP,5343.65,4,14/01/2025,cliente13@email.com,xxx.xxx.xxx-65
Ana Paula,(11) 91234-5678,11/12/1980,SP,5918.17,8,12/11/2025,cliente315@email.com,xxx.xxx.xxx-50
João Silva,(31) 11912345678,18/10/1980,MG,2149.39,9,24/08/2026,cliente600@email.com,xxx.xxx.xxx-56
Maria Souza,(21) 91234-5678,25/01/1980,RJ,3957.93,6,23/01/2026,cliente387@email.com,xxx.xxx.xxx-40
João Silva,,04/03/1980,SP,3519.36,6,01/10/2025,cliente273@email.com,xxx.xxx.xxx-82
Fernanda Lima,(11) 91234-5678,21/12/1980,RJ,2265.77,5,16/06/2025,cliente166@email.com,xxx.xxx.xxx-40
Ana Paula,(21) 11912345678,10/01/1981,RJ,3707.03,2,05/03/2027,cliente793@email.com,xxx.xxx.xxx-41
Maria Souza,(11) 91234-5678,10/10/1980,SP,2288.54,1,09/10/2026,cliente646@email.com,xxx.xxx.xxx-22
João Silva,(11) 11912345678,15/01/1981,SP,2482.24,8,30/04/2026,cliente483@email.com,xxx.xxx.xxx-62
Pedro  Santos,(21) 11912345678,28/05/1980,RJ,342029.0,1,22/02/2027,cliente782@email.com,xxx.xxx.xxx-45
Maria Souza,(27) 11912345678,14/09/1980,ES,2725.2,7,20/05/2026,cliente504@email.com,xxx.xxx.xxx-10
João Silva,(11) 91234-5678,12/11/1980,SP,294562.0,500,01/09/2025,cliente243@email.com,xxx.xxx.xxx-47
Carlos José,(11) 91234-5678,23/02/1980,SP,2794.72,5,21/07/2026,cliente566@email.com,xxx.xxx.xxx-27
Carlos José,(27) 91234-5678,10/10/1980,ES,2148.46,6,17/07/2026,cliente562@email.com,xxx.xxx.xxx-15
Carlos José,(27) 11912345678,29/09/1980,ES,2820.75,2,18/11/2026,cliente686@email.com,xxx.xxx.xxx-60
Fernanda Lima,(11) 91234-5678,23/03/1980,SP,4254.34,8,09/07/2025,cliente189@email.com,xxx.xxx.xxx-24
Carlos José,(11) 11912345678,16/01/1980,SP,4669.92,3,01/12/2026,cliente699@email.com,xxx.xxx.xxx-92
Carlos José,(11) 11912345678,05/05/1980,SP,2779.46,2,21/04/2026,cliente475@email.com,xxx.xxx.xxx-57
Ana Paula,(11) 91234-5678,30/07/1980,SP,2385.46,7,13/11/2026,cliente681@email.com,xxx.xxx.xxx-43
Ana Paula,(27) 91234-5678,12/09/1980,ES,3167.57,7,26/05/2026,cliente510@email.com,xxx.xxx.xxx-93
Ana Paula,(11) 91234-5678,10/09/1980,MG,2608.12,4,28/02/2025,cliente58@email.com,xxx.xxx.xxx-59
Carlos José,(11) 11912345678,01/01/1980,SP,1489.96,1,20/04/2026,cliente474@email.com,xxx.xxx.xxx-35
Ana Paula,(11) 91234-5678,26/01/1980,SP,3534.36,9,15/07/2026,cliente560@email.com,xxx.xxx.xxx-13
Fernanda Lima,(11) 91234-5678,12/04/1980,RJ,4540.32,3,18/01/2027,cliente747@email.com,xxx.xxx.xxx-50
Ana Paula,(11) 11912345678,23/02/1980,SP,201106.0,8,10/09/2025,cliente252@email.com,xxx.xxx.xxx-47
João Silva,(11) 91234-5678,24/11/1980,RJ,1649.44,6,22/01/2025,cliente21@email.com,xxx.xxx.xxx-56
Ana Paula,(11) 91234-5678,09/09/1980,MG,2989.13,6,10/11/2025,cliente313@email.com,xxx.xxx.xxx-90
Fernanda Lima,(11) 91234-5678,02/09/1980,RJ,2687.33,6,05/04/2026,cliente459@email.com,xxx.xxx.xxx-25
Maria Souza,(31) 11912345678,25/05/1980,MG,1204.36,4,10/06/2025,cliente160@email.com,xxx.xxx.xxx-95
João Silva,(11) 91234-5678,Data Errada,SP,1417.57,5,04/10/2025,cliente276@email.com,xxx.xxx.xxx-13
João Silva,(11) 91234-5678,14/10/1980,ES,3538.43,5,11/07/2025,cliente191@email.com,xxx.xxx.xxx-22
Maria Souza,(11) 91234-5678,11/01/1981,ES,3415.84,5,21/01/2026,cliente385@email.com,xxx.xxx.xxx-79
Maria Souza,(11) 11912345678,04/11/1980,SP,1866.17,5,18/02/2026,cliente413@email.com,xxx.xxx.xxx-75
Fernanda Lima,(11) 91234-5678,31/08/1980,RJ,220911.0,3,07/05/2026,cliente491@email.com,xxx.xxx.xxx-57
Carlos José,(11) 11912345678,20/06/1980,SP,1044.95,6,10/12/2025,cliente343@email.com,xxx.xxx.xxx-73
Pedro  Santos,(11) 91234-5678,26/04/1980,ES,345268.0,2,09/02/2027,cliente769@email.com,xxx.xxx.xxx-67
Maria Souza,,21/07/1980,ES,247607.0,3,05/11/2025,cliente308@email.com,xxx.xxx.xxx-20
João Silva,(31) 91234-5678,14/07/1980,MG,1617.98,7,24/10/2026,cliente661@email.com,xxx.xxx.xxx-84
Pedro  Santos,(11) 91234-5678,10/10/1980,MG,1991.55,6,11/05/2025,cliente130@email.com,xxx.xxx.xxx-69
Carlos José,(11) 91234-5678,15/04/1980,MG,3841.78,9,26/10/2026,cliente663@email.com,xxx.xxx.xxx-18
Carlos José,(11) 11912345678,16/05/1980,SP,2794.37,2,10/04/2025,cliente99@email.com,xxx.xxx.xxx-76
João Silva,(27) 11912345678,13/07/1980,ES,3360.39,9,08/01/2026,cliente372@email.com,xxx.xxx.xxx-29
Fernanda Lima,(11) 91234-5678,07/02/1980,ES,2856.74,4,29/03/2025,cliente87@email.com,xxx.xxx.xxx-47
Carlos José,(11) 91234-5678,08/12/1980,RJ,2791.33,6,04/04/2026,cliente458@email.com,xxx.xxx.xxx-44
Fernanda Lima,(27) 11912345678,26/04/1980,ES,2585.37,2,27/11/2025,cliente330@email.com,xxx.xxx.xxx-84
João Silva,(31) 11912345678,29/12/1980,MG,3709.35,6,03/08/2025,cliente214@email.com,xxx.xxx.xxx-80
João Silva,(11) 91234-5678,15/03/1980,SP,2241.03,6,12/04/2026,cliente466@email.com,xxx.xxx.xxx-85
João Silva,(11) 91234-5678,06/10/1980,RJ,158982.0,4,02/05/2025,cliente121@email.com,xxx.xxx.xxx-60
Carlos José,(11) 91234-5678,07/02/1980,RJ,2371.35,3,07/09/2026,cliente614@email.com,xxx.xxx.xxx-43
Carlos José,(21) 11912345678,07/09/1980,RJ,2312.99,6,21/01/2025,cliente20@email.com,xxx.xxx.xxx-15
Fernanda Lima,(11) 91234-5678,01/03/1980,SP,4223.95,7,02/12/2026,cliente700@email.com,xxx.xxx.xxx-81
Fernanda Lima,(11) 91234-5678,15/08/1980,SP,3157.97,3,13/03/2025,cliente71@email.com,xxx.xxx.xxx-28
Pedro  Santos,(11) 91234-5678,05/07/1980,ES,251970.0,6,17/04/2025,cliente106@email.com,xxx.xxx.xxx-35
Pedro  Santos,(11) 91234-5678,04/08/1980,SP,2960.11,4,28/09/2025,cliente270@email.com,xxx.xxx.xxx-40
Ana Paula,(11) 91234-5678,23/11/1980,SP,1737.23,2,12/03/2026,cliente435@email.com,xxx.xxx.xxx-36
João Silva,(11) 91234-5678,07/06/1980,ES,4748.14,3,13/04/2025,cliente102@email.com,xxx.xxx.xxx-50
